fiscal_year,month,state,volume,volume_contribution,value,value_contribution,units,notes
2024-25,August,Lakshadweep,0.37,0.0,41.4,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Madhya Pradesh,558.88,3.74,70795.32,3.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Maharashtra,1884.85,12.6,236602.01,11.48,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Manipur,9.73,0.06,2194.45,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Meghalaya,9.89,0.07,1454.13,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Mizoram,7.22,0.05,1281.44,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Nagaland,8.77,0.06,1564.87,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Odisha,318.71,2.13,39936.62,1.94,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Puducherry,15.12,0.1,2135.31,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Punjab,175.29,1.17,28217.51,1.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Rajasthan,597.32,3.99,84947.05,4.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Sikkim,5.78,0.04,813.44,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Tamil Nadu,677.8,4.53,105507.85,5.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Telangana,918.97,6.14,144389.06,7.01,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Tripura,9.87,0.07,1417.55,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Unclassified,3952.54,26.42,523398.82,25.4,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Uttar Pradesh,931.98,6.23,121507.51,5.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,Uttarakhand,94.7,0.63,11817.2,0.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,August,West Bengal,419.64,2.8,65053.05,3.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Andaman and Nicobar Islands,2.99,0.02,491.7,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Andhra Pradesh,535.67,3.71,97187.27,4.71,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Arunachal Pradesh,15.73,0.11,2182.02,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Assam,186.19,1.29,22156.74,1.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Bihar,481.01,3.33,70842.67,3.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Chandigarh,28.39,0.2,3700.09,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Chhattisgarh,135.5,0.94,17785.47,0.86,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Dadra and Nagar Haveli and Daman and Diu,9.64,0.07,1022.7,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Delhi,452.93,3.14,56673.15,2.75,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Goa,25.66,0.18,3695.04,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Gujarat,453.24,3.14,69129.55,3.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Haryana,360.77,2.5,51482.87,2.49,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Himachal Pradesh,52.82,0.37,6898.38,0.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Jammu and Kashmir,66.47,0.46,9241.72,0.45,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Jharkhand,168.74,1.17,23060.05,1.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Karnataka,1168.35,8.09,159553.82,7.73,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Kerala,315.38,2.18,44478.13,2.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Ladakh,3.88,0.03,770.2,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Lakshadweep,0.35,0.0,39.56,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Madhya Pradesh,577.98,4.0,75482.42,3.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Maharashtra,1855.4,12.85,249506.36,12.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Manipur,9.74,0.07,2258.33,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Meghalaya,11.17,0.08,1574.17,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Mizoram,7.21,0.05,1298.71,0.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Nagaland,10.11,0.07,1738.49,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Odisha,320.19,2.22,43116.58,2.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Puducherry,15.23,0.11,2149.67,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Punjab,187.81,1.3,31460.15,1.52,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Rajasthan,630.17,4.37,92634.63,4.49,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Sikkim,5.92,0.04,855.82,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Tamil Nadu,677.2,4.69,106563.19,5.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Telangana,893.66,6.19,142350.66,6.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Tripura,10.75,0.07,1598.7,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Unclassified,3235.23,22.41,457185.99,22.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Uttar Pradesh,997.05,6.91,132974.21,6.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,Uttarakhand,97.26,0.67,12476.1,0.6,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,July,West Bengal,429.78,2.98,68677.12,3.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Andaman and Nicobar Islands,2.9,0.02,489.58,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Andhra Pradesh,514.47,3.71,94162.9,4.69,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Arunachal Pradesh,15.05,0.11,2158.51,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Assam,185.41,1.34,22657.67,1.13,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Bihar,486.02,3.5,73741.4,3.67,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Chandigarh,27.18,0.2,3446.21,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Chhattisgarh,135.97,0.98,18173.83,0.91,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Dadra and Nagar Haveli and Daman and Diu,10.21,0.07,1063.82,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Delhi,469.85,3.38,56600.66,2.82,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Goa,27.92,0.2,4020.18,0.2,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Gujarat,452.59,3.26,68664.93,3.42,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Haryana,363.84,2.62,50928.34,2.54,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Himachal Pradesh,60.51,0.44,7786.25,0.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Jammu and Kashmir,66.81,0.48,9257.4,0.46,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Jharkhand,162.72,1.17,22088.48,1.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Karnataka,1140.18,8.21,158022.89,7.87,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Kerala,312.74,2.25,44455.91,2.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Ladakh,3.87,0.03,792.33,0.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Lakshadweep,0.35,0.0,40.58,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Madhya Pradesh,567.43,4.09,75744.52,3.77,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Maharashtra,1827.94,13.16,252008.51,12.56,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Manipur,9.04,0.07,2164.6,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Meghalaya,10.72,0.08,1500.13,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Mizoram,7.02,0.05,1313.47,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Nagaland,9.46,0.07,1682.06,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Odisha,311.53,2.24,41961.3,2.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Puducherry,14.97,0.11,2128.41,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Punjab,189.55,1.37,31019.54,1.55,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Rajasthan,615.97,4.44,90403.66,4.5,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Sikkim,6.04,0.04,934.34,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Tamil Nadu,663.61,4.78,107352.87,5.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Telangana,878.6,6.33,142465.64,7.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Tripura,10.8,0.08,1581.02,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Unclassified,2776.47,20.0,400451.04,19.95,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Uttar Pradesh,1018.74,7.34,133867.63,6.67,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,Uttarakhand,107.43,0.77,13873.68,0.69,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,June,West Bengal,421.23,3.03,68076.9,3.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Andaman and Nicobar Islands,3.01,0.02,544.81,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Andhra Pradesh,526.34,3.75,98342.9,4.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Arunachal Pradesh,15.39,0.11,2353.22,0.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Assam,185.21,1.32,23768.3,1.16,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Bihar,495.22,3.53,75277.17,3.68,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Chandigarh,30.06,0.21,3817.52,0.19,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Chhattisgarh,138.69,0.99,18325.33,0.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Dadra and Nagar Haveli and Daman and Diu,10.13,0.07,1049.42,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Delhi,500.74,3.57,59874.83,2.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Goa,29.77,0.21,4238.4,0.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Gujarat,457.4,3.26,70407.04,3.44,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Haryana,378.41,2.7,54556.73,2.67,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Himachal Pradesh,61.56,0.44,7654.18,0.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Jammu and Kashmir,67.16,0.48,9133.63,0.45,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Jharkhand,163.73,1.17,22163.69,1.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Karnataka,1155.25,8.23,162894.87,7.97,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Kerala,323.84,2.31,47360.2,2.32,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Ladakh,3.36,0.02,653.08,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Lakshadweep,0.37,0.0,48.44,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Madhya Pradesh,600.07,4.28,80623.19,3.94,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Maharashtra,1857.65,13.24,253405.96,12.39,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Manipur,8.71,0.06,2161.9,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Meghalaya,10.73,0.08,1563.37,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Mizoram,7.11,0.05,1378.69,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Nagaland,9.68,0.07,1838.71,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Odisha,311.37,2.22,42185.0,2.06,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Puducherry,15.09,0.11,2147.5,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Punjab,203.58,1.45,34023.49,1.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Rajasthan,630.93,4.5,94794.85,4.64,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Sikkim,6.38,0.05,1051.32,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Tamil Nadu,671.77,4.79,107752.55,5.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Telangana,870.16,6.2,141990.78,6.94,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Tripura,10.98,0.08,1615.12,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Unclassified,2692.43,19.18,393818.21,19.26,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Uttar Pradesh,1064.6,7.58,141188.23,6.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,Uttarakhand,114.22,0.81,14717.76,0.72,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,May,West Bengal,404.75,2.88,66216.65,3.24,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Andaman and Nicobar Islands,3.0,0.02,535.64,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Andhra Pradesh,513.63,3.86,98416.61,5.01,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Arunachal Pradesh,12.69,0.1,2321.35,0.12,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Assam,171.13,1.29,23893.99,1.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Bihar,475.94,3.58,75106.9,3.82,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Chandigarh,27.9,0.21,3619.8,0.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Chhattisgarh,129.73,0.98,17607.35,0.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Dadra and Nagar Haveli and Daman and Diu,9.42,0.07,990.81,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Delhi,463.58,3.48,58505.66,2.98,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Goa,27.96,0.21,3945.63,0.2,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Gujarat,431.65,3.24,66727.0,3.4,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Haryana,349.9,2.63,50557.95,2.57,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Himachal Pradesh,55.17,0.41,6913.91,0.35,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Jammu and Kashmir,60.25,0.45,8502.35,0.43,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Jharkhand,158.97,1.19,22618.61,1.15,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Karnataka,1095.55,8.23,153489.72,7.81,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Kerala,311.31,2.34,44570.14,2.27,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Ladakh,2.7,0.02,532.87,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Lakshadweep,0.36,0.0,49.41,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Madhya Pradesh,581.87,4.37,80171.32,4.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Maharashtra,1779.25,13.37,245463.14,12.5,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Manipur,8.62,0.06,2111.38,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Meghalaya,9.69,0.07,1479.23,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Mizoram,6.67,0.05,1282.48,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Nagaland,8.16,0.06,1632.88,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Odisha,295.47,2.22,40347.56,2.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Puducherry,14.08,0.11,2006.9,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Punjab,187.49,1.41,30985.4,1.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Rajasthan,586.35,4.41,89437.41,4.55,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Sikkim,5.39,0.04,891.0,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Tamil Nadu,638.48,4.8,101057.95,5.14,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Telangana,851.14,6.4,138376.57,7.04,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Tripura,10.75,0.08,1653.37,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Unclassified,2519.12,18.94,368354.23,18.75,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Uttar Pradesh,1007.12,7.57,141875.13,7.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,Uttarakhand,106.39,0.8,13493.01,0.69,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2024-25,April,West Bengal,387.08,2.91,64939.85,3.31,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Andaman and Nicobar Islands,2.95,0.02,525.36,0.03,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Andhra Pradesh,515.34,3.83,97168.4,4.91,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Arunachal Pradesh,14.3,0.11,2266.76,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Assam,166.53,1.24,24035.14,1.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Bihar,455.84,3.39,72235.02,3.65,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Chandigarh,26.64,0.2,3422.7,0.17,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Chhattisgarh,131.55,0.98,17789.07,0.9,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Dadra and Nagar Haveli and Daman and Diu,9.77,0.07,1033.38,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Delhi,469.67,3.49,59757.19,3.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Goa,30.22,0.22,4197.43,0.21,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Gujarat,439.51,3.27,68656.44,3.47,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Haryana,351.2,2.61,50497.34,2.55,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Himachal Pradesh,51.93,0.39,6624.41,0.33,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Jammu and Kashmir,53.84,0.4,7489.54,0.38,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Jharkhand,157.45,1.17,22507.82,1.14,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Karnataka,1142.17,8.5,156929.06,7.93,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Kerala,309.81,2.31,44213.71,2.23,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Ladakh,2.11,0.02,382.57,0.02,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Lakshadweep,0.32,0.0,44.73,0.0,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Madhya Pradesh,575.54,4.28,76913.9,3.89,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Maharashtra,1826.53,13.59,250484.52,12.66,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Manipur,8.53,0.06,2149.56,0.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Meghalaya,9.6,0.07,1527.77,0.08,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Mizoram,6.53,0.05,1328.97,0.07,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Nagaland,8.0,0.06,1688.06,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Odisha,310.0,2.31,43820.87,2.22,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Puducherry,14.54,0.11,2067.05,0.1,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Punjab,186.18,1.39,31180.39,1.58,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Rajasthan,599.75,4.46,91202.44,4.61,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Sikkim,5.64,0.04,890.91,0.05,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Tamil Nadu,656.26,4.88,103876.55,5.25,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Telangana,887.13,6.6,141964.06,7.18,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Tripura,11.03,0.08,1789.75,0.09,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Unclassified,2521.15,18.76,368010.97,18.6,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Uttar Pradesh,1000.03,7.44,140637.92,7.11,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,Uttarakhand,96.44,0.72,12359.89,0.62,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
2023-24,March,West Bengal,386.0,2.87,66683.59,3.37,"volume in millions, volume_contribution in percentage, value in rupees crores, value_contribution in percentage",
